text,label
"The patient has a lot of phlegm, and it's hard to get rid of. It's been difficult for them to breathe and they've been coughing a lot.",3
My patient needs to go to the toilet.,4
My father is currently experiencing a heart attack. His heart is beating extremely fast and he is feeling a lot of pain in his chest. He is also feeling very short of breath. The doctors have told us that his heart is not getting enough blood and that he needs surgery right away.,0
"injuryPatient is currently suffering from a chemical burn. The chemicals have caused the patient's skin to blister and peel. There is a high risk of infection, and the patient requires constant monitoring and treatment.",1
"I was bit by a dog last week. It really hurt and the bite got infected, so I had to go to the doctor.",2
"symptomsMy constipation symptoms are very unpredictable. Most of the time, my bowel movements are very hard, very small, and require a lot of straining. But sometimes I'll go for a week or more without having a bowel movement, and then I'll suddenly have 2-3 hard bowel movements in a day. I rarely feel any urge to have a bowel movement, unless I'm already experiencing pain or discomfort.",3
The patient needs help to clean up their vomit and fecal matter.,4
symptoms“I’m having chest pain and shortness of breath. It feels like a really tight band around my chest. The pain is also radiating down my arm. My heart is racing and I feel lightheaded.”,0
I had an electrical burn today. It was really painful. The electricity went through my arm and into my chest. My arm is really swollen and red now.,1
"There is currently a piece of metal in my ear, a small rock in my nose, and a hair in my throat.",2
I have a sinus infection and a UTI.,3
The patient's family member reports that the room is too dark. This may be causing the patient difficulty seeing and could lead to increased anxiety levels. A possible fix would be to have the nurse or doctor provide the patient with a light to help them see better.,4
"neck and chestA patient presents with severe facial, neck, and chest burns. The burns are described as being red and blistering, and the patient is in pain.",0
"and lethargyBased on the information provided, the patient is likely experiencing severe dehydration, which is causing lethargy. Dehydration occurs when the body loses too much fluid, and it can be a serious medical emergency. Treatment for dehydration includes intravenous fluids and other measures to restore fluid balance.",1
"According to the medical professionals we spoke to, there are a few objects that are commonly found in the ears, nose, and throat of patients. Foreign bodies in the ear can include anything from wax to insects. In the nose, common objects include mucus, blood, and dried blood. And in the throat, foreign bodies can include anything from food to vomit to objects that have been inhaled.",2
"My grandmother has a cold and is feeling a bit congested. She's been using saline spray and neti pot to clear her sinuses, and it seems to be helping.",3
My mother really needs to go to the bathroom.,4
and chest,0
"My current chemical burn is very uncomfortable. I feel like my skin is on fire, and it's difficult to keep from scratching. The area is also very swollen and red.",1
episodesHe had a small bleed on his lip that was continuing to ooze.She had a cut on her finger that was still bleeding.He had a small cut on his forehead that was still bleeding.,2
The patient has a sinus infection and a urinary tract infection.,3
Solvent.I need someone to come and clean up this solvent I spilled. It's all over the floor and I can't clean it up myself.,4
.The patient is having a seizure. Her muscles are contracting and she is shaking.,0
"A patient who overdosed on an opioid is currently in respiratory distress. Rescuers are providing oxygen and naloxone, a drug that reverses the effects of opioids, as needed. The patient's heart rate is also elevated, and he is experiencing seizures.",1
Patient is currently being treated for minor burns. No further information is available at this time.,2
stateMy mother has been feeling feverish for the past few days. She has a temperature of 102°F and is having a hard time breathing.,3
The patient says they're feeling really hot and they can't seem to cool down. They've been sweating a lot and their skin feels flushed.,4
and medical conditionsShe's got a pretty significant left-sided weakness.He's got a large clot on his left side.She's completely unresponsive.He's got some bleeding on his brain.,0
"A person is overdosing on opioids when they take too much of a prescription painkiller or an illegal drug like heroin. Some common symptoms of an opioid overdose include slowed breathing, confusion, and drowsiness.",1
"and strainsMrs. Hernandez is having some trouble with her ankles. She's sprained them a few times in the past, and the pain is really bothering her now. She's been to the doctor, and they've said that it's just a sprain, but she's not sure what to do to make the pain go away.",2
situationMy aunt has not had a bowel movement in two days. She has been constipated for about a week now. She complains of a lot of abdominal pain and has been bloated.,3
I can't concentrate on my book because the noise from the hallway is so distracting.,4
":My aunt is currently in the hospital after she had both of her arms severed just below the elbow. She is in a lot of pain and is understandably shaken up. The doctors are doing everything they can to help her, but it is going to be a long road to recovery.",0
"status, substance use history, and risk factorsThe patient is currently unconscious and has a history of opioid use. The patient's risk factors for overdose include recent use of opioids and benzodiazepines.",1
"A patient is currently being treated for a sting from a yellow jacket. The patient reports significant pain at the sting site, as well as localized swelling.A patient is currently being treated for a bite from a snake. The patient reports significant pain at the bite site, as well as localized swelling and bruising.",2
"conditionI have been struggling with acne for about a year now. It all started with a few small bumps on my chin, and then it gradually got worse. Now I have pimples and blackheads all over my face, and it's really affecting my self-confidence. I've tried a few different acne treatments, but none of them have worked. I'm really frustrated and don't know what to do.",3
"It's just so loud in here. The nurses are talking on their phones, the machines are beeping, and the patients are screaming. It's just too much.",4
The patient is having difficulty breathing and is noticeably short of breath.,0
Patient's clothing was on fire and there was an electrical burn on the right side of his chest.,1
"My aunt has had two urinary tract infections in the last six months. The first infection was treated with antibiotics, but the infection returned a few weeks later. The second infection was treated with a longer course of antibiotics, and she has been infection-free for the past four months.",2
"My patient has been struggling with acne for a while now. It's moderate acne, mostly on her face but also on her chest and back. She's tried a few different treatments but nothing has worked well enough. She's pretty self-conscious about her appearance and it's been tough for her to accept her skin the way it is.",3
My mother has to go to the bathroom really urgently.,4
"In acute stroke, the patient is usually hemiparetic (paralyzed on one side of the body), has aphasia (difficulty speaking), and has a facial droop.",0
"Chest pain is the most common symptom of a heart attack. When someone experiences chest pain, they may feel a squeezing, burning, or pressure sensation in the chest area. The chest pain may also radiate to the neck, jaw, or arms.",1
"A current minor head injury is described as an event that leads to a bump, cut, or bruise on the head. It may also involve a temporary loss of consciousness, nausea, or vomiting. Mild head injuries typically heal within a few days with no long-term effects.",2
statusThe patient has been having watery diarrhea for the past few days.,3
I can't handle the brightness of this room. The sun is shining in through the window and it's just too overwhelming.,4
and confused stateI am currently in a state of confusion and unconsciousness. I am not sure what is happening or what is going to happen. I feel scared and helpless.,0
The patient is severely dehydrated and requires intravenous fluids and electrolytes.,1
"I've been having a lot of urinary tract infections lately. It feels like there's a burning sensation when I pee, and it's really uncomfortable. Every time I go to the bathroom, I have to make a really Herculean effort to get anything out. It's been really frustrating.",2
The patient is really having a lot of pain in her lower back right now. It's really limiting her movement and affecting her day-to-day activities.,3
"It sounds like you are finding your current room to be too bright. This can be a common problem for people who are sensitive to light. You may find that you are having trouble sleeping or concentrating in this environment. In addition, bright light can be damaging to your eyes.There are a few things that you can do to help make your current room less bright. First, you can try to adjust the light bulbs in your room. You may want to try using bulbs with a lower wattage or try changing to a different type of light bulb. Additionally, you can try to covering up any windows in your room that let in a lot of light. This can help to reduce the amount of light that is entering your room. Finally, you can try using sunglasses or eyeglasses that have a tinted lens to help block out the light.",4
"The patient is having difficulty breathing. She is working very hard to get air in, and it's causing her to pant and wheeze.",0
"This is a 38-year-old female who reports that her right ankle has been out of place intermittently for the past two years. She reports that it pops out of place when she twists it or turns it a certain way. It usually pops back into place on its own, but occasionally she has to manipulate it back into place. She has not sought treatment for this condition. She has not had any pain associated with it.On examination, her right ankle is externally rotated and slightly hyperextended. The joint feels stable with gentle examination. She is able to perform all activities of daily living without difficulty.This is a benign condition that usually does not need treatment. However, if the patient is having pain with the condition, or the ankle pops out of place frequently, she may benefit from physical therapy to help regain muscle strength and improve ankle stability.",1
", frequency of urination, pain, etc.I've been having urinary tract infections pretty frequently lately. I'll go a few days without one, and then I'll have one that's really bad and lasts for a week. The pain is really bad, and it's really hard to go to the bathroom because it feels like there's something blocking the way. I also have to go a lot, even if I don't drink that much water.",2
"and chest congestionMy mother has been coughing a lot lately and has chest congestion. She's been getting up several times a night to use the restroom, and she's been extremely exhausted. She's also been running a fever.",3
The patient needs new bedsheets because the old ones are stained and dirty.,4
My mother is having a really hard time breathing. It's like she can't get enough air and it's really difficult for her to breathe even when she's resting.,0
"injuriesA patient sustained second and third degree electrical burns when he came into contact with an electrical current.The patient has extensive burn injuries on his chest, abdomen, and both of his arms. The burns are bright red and blistering, and the patient is experiencing significant pain.The patient is being treated with antibiotics and pain medications, and he is scheduled for surgery to repair the extensive damage to his skin.",1
"A 50-year-old female patient arrives in the ER after slipping and falling, striking her head on the ground. She reports that she has a headache and feels a bit dazed. Her vital signs are normal, and she does not report any other injuries. A CT scan of her head is normal. She is advised to rest and to drink plenty of fluids. Her headache resolves within a few days.",2
", treatments, and recent surgeriesMy mother has been diagnosed with pneumonia and is being treated with antibiotics. She also has a history of ovarian cancer, so she is scheduled for surgery next week to remove a tumor.",3
My father is feeling very hot and flushed. He says he feels like he's on fire.,4
The patient is currently unconscious and unresponsive.,0
"injuriesA person sustained chemical burn injuries as a result of an accident. The individual reports that the burns are extremely painful and that the skin is very swollen. The person is having trouble breathing, and the eyes are red and irritated.",1
"There was an active scene happening as the patient was being assessed. The patient had an obvious ankle sprain, with swelling and discoloration. The patient was in a lot of pain and was having trouble walking.",2
I have a sinus infection and a UTI right now.,3
"There's a possibility that you're experiencing hypothermia, a condition in which the body's core temperature falls below normal. You might feel excessively cold, have a slowed heart rate, and feel dizzy or unsteady. If you think you might be experiencing hypothermia, seek medical attention immediately.",4
"outside the uterus.Excessive uterine bleeding is a common reproductive health issue that can affect women of any age. It can be caused by a variety of factors, including hormone imbalance, polyps, and cancer. When left untreated, heavy bleeding can lead to serious health complications.",0
statusThe patient has sustained an electrical burn and is currently being treated in the emergency room. The burn is on the patient's arm and is approximately 2 inches in diameter. The patient is in significant pain and is being given pain medication. The wound is currently being cleaned and treated with antibiotics. The patient's prognosis is good.,1
"There is a lot of variability with headaches. Some people report constant, unremitting pain, while others experience headaches that come and go. Some people describe their headaches as a sharp, stabbing pain, while others describe them as a dull, throbbing sensation.",2
"There could be many reasons why you are coughing too much. It could be a sign of a cold or the flu, or a more serious infection like pneumonia. It could also be a side effect of a medication you are taking, or a result of smoking or exposure to smoke. If you are coughing a lot and it is accompanied by chest pain, shortness of breath, or a fever, you should see a doctor as soon as possible.",3
The patient feels too hot and sweaty.,4
"episodesI've been having really heavy bleeding episodes lately. It's been really hard to keep track of what's going on, because it's just so much blood. Sometimes I'm completely covered in it, and it's really scary. I've had to change my pads and tampons a lot, and even then it doesn't seem to help. Each episode lasts for a few hours, and then it goes away.",0
"I was just cooking in the kitchen when I accidentally touched a pan that was still hot from the stove. I got a really bad electrical burn. It hurts a lot, and the skin on my finger is completely black.",1
"(such as a sunburn)I have a sunburn on my skin. It's not too bad, but it's been hurting a bit. The skin is a bit red and is starting to peel.",2
"I have been having loose, watery stools for about a week now. The diarrhea comes and goes, but it is really uncomfortable and inconvenient. I have also been feeling really tired and sluggish.",3
"Hi,I'm currently in a room that is too dark. I can't see anything and it's really hard to navigate around. I've tried to adjust the light, but it's not helping. Can you please do something to make it brighter in here?",4
I have no idea what's wrong with her.,0
"The patient has a chemical burn on their arm from an unknown substance. The skin is red, swollen, and blistering.",1
"I have been having headaches for the past few weeks. The pain is usually located on one side of my head, and it's a constant pressure that feels like someone is squeezing my head. The pain is usually at its worst when I'm trying to work or when I'm trying to sleep. I've also been feeling a little bit more tired than usual.",2
Right now I have a really sore throat. It's really uncomfortable and makes it hard to speak or eat. It's been gradually getting worse over the last few days.,3
I have a headache and I'm feeling really stressed out.,4
"Since yesterday evening, I have been experiencing very heavy bleeding. It's been pretty consistent, with blood dripping out and onto my pad every time I go to the bathroom. I've also been feeling really tired and a little lightheaded.",0
The patient has an electrical burn on their arm. The burn is about 2 inches by 2 inches. The skin is red and there is some blisters.,1
"includingLocationDescriptionTypeSeverityFrequencyAssociated SymptomsWhat makes the headache better or worse?right sidethrobbingmildseveral times a monthnausea, lightheadednessheat, stress, alcohol",2
I have been experiencing a lot of coughing lately. It is really getting on my nerves. I have been coughing so much that I am now starting to cough up blood.,3
My mother is thirsty a lot and her mouth is always dry.,4
The patient is unresponsive and is not breathing on their own.,0
I had a chemical burn on my left hand. It started with a lot of redness and some pain. The pain got worse as the day went on. The skin on my hand started to peel and the blisters formed. The blisters were very itchy and painful. I was not able to use my hand at all because it was so painful.,1
"Minor head injuries are common and can range from a bump on the head to a more serious injury. Symptoms can include a headache, nausea, vomiting, confusion, and dizziness. Treatment typically includes rest, fluids, and over-the-counter pain medication. If symptoms persist or worsen, seek medical attention.",2
I've been coughing a lot recently and it's really been bothering me. It's hard to sleep at night because of the constant coughing and it's been hard to focus at work because of it too. I've also been sneezing a lot and my throat has been sore.,3
She's famished.,4
"A patient is currently being treated for poisoning. Symptoms include headaches, dizziness, and difficulty breathing. The patient is being treated with activated charcoal and oxygen.",0
"The patient has a chemical burn on their hand from an unknown source. The wound is red and inflamed, and the patient is in considerable pain.",1
".I've been having a lot of urinary tract infections lately. It feels like there's a Constant burning sensation when I pee, and my pee sometimes looks cloudy. I've been having to pee more often, and sometimes it hurts really bad to do so. I'm also feeling really tired and achy all over.",2
nessI have a fever of 101 degrees. I feel very hot and my skin is very warm. I also feel a little lightheaded and my throat is a little sore.,3
and intrusiveIt's really loud in here! There are people coming and going all the time and the TV is blasting. It's really hard to get any peace and quiet.,4
". patients with uncontrolled bleeding typically have very low blood pressure, rapid heart rate, and pale skinthese patients are at risk for hypovolemic shock, which can lead to death if not treated quickly",0
injuryI sustained a current electrical burn injury a few days ago. The current flow was from my left hand to my right hand. The injury is very painful and I have a lot of blisters. The area between my hands is also very swollen. I am having a lot of trouble moving my hands and it is difficult to hold anything.,1
My dad's burns are healing really well! The doctor said that they should be fully healed within a few weeks.,2
"There is no one-size-fits-all answer to this question. However, some things you can do to try to lessen your coughing include:•Drink plenty of fluids to help loosen mucus and keep your throat hydrated.•Suck on ice chips or hard candy to help relieve irritation.•Use a humidifier in your home to add moisture to the air and help loosen mucus.•Stay away from smoky, dusty, or polluted areas.•Take over-the-counter medications like ibuprofen or acetaminophen to help reduce inflammation and pain.•See your doctor if your coughing persists or is accompanied by other symptoms like fever, chest pain, or shortness of breath.",3
My dad needs to go to the bathroom really bad.,4
"The patient is reporting chest pain that comes and goes, and is mainly located in the center of the chest. The pain sometimes radiates to the left arm and jaw. The patient also reports feeling short of breath and feeling like they are having a heart attack.",0
Completely covered in red and blistering rash. Cannot open my eyes without searing pain. The slightest touch to my skin feels like acid being poured on me. Feverish and weak.,1
"A patient has a urinary tract infection (UTI) if bacteria are found in the urine. UTIs are common, especially among women. Symptoms of a UTI may include a burning feeling when urinating, the need to urinate frequently, pain in the lower abdomen, and blood in the urine. UTIs can be treated with antibiotics.UTIs can be caused by bacteria that travel up the urethra to the bladder (bladder infections) or by bacteria that travel from the rectum to the urethra (urethral infections). Most UTIs are caused by Escherichia coli (E. coli), a type of bacteria that lives in the intestinal tract.UTIs can be prevented by:- drinking plenty of fluids- urinating after sexual intercourse- wiping from front to back after using the toilet- not using douches or other feminine hygiene products- changing diapers often if you are caring for a young child.",2
I'm feeling a little under the weather. I've got a sore throat and a headache.,3
I'm finding it really difficult to concentrate in my current room because it's so noisy. There's a lot of traffic outside and the people in the room next to me are talking really loudly. It's been really frustrating trying to get any work done.,4
"and bodyHello,We are writing to inform you of a patient's current condition. The patient is suffering from severe burns on their face and body. The burns are causing a great deal of pain and discomfort, and the patient is in need of medical attention.If you are able to, we would appreciate if you could please provide the patient with the necessary medical care. Thank you for your time and attention.",0
"My loved one is currently overdosing on opiates. He has a slowed heart rate, and he's been vomiting. Unfortunately, he has also stopped breathing.",1
Patient has a minor burn on the upper arm with redness and swelling. Patient has been using ice and an over-the-counter burn cream.,2
The patient has been coughing up a lot of phlegm and it's been really difficult to breath.,3
The brightness of the room is really bothering me. I can't seem to get comfortable.,4
"My head feels like it's stuffed with cotton, and my body feels so heavy I can barely move. Everything is a blur, and I can't think straight. I don't know what's happening to me.",0
The patient is experiencing chest pain that is sharp and burning in nature.,1
and wound odorThere is some minor bleeding and the wound has a mild odor.,2
"I woke up this morning with what feels like a really sore throat. It's not a particularly comfortable feeling, and it's been difficult to speak normally. I've been drinking a lot of water and sucking on throat lozenges, but so far there hasn't been much relief.",3
"Right now, the room is too loud for me. I can't hear myself think.",4
I am currently having a heart attack. The pain is located in the center of my chest and it feels like a huge weight is pressing down on me. The pain is so intense that I can't breathe properly and I feel lightheaded and dizzy. I am sweating and my heart is racing.,0
"Your patient is currently severely dehydrated and in need of fluids. Dehydration can cause a number of health problems, including organ failure. In severe cases, it can even be fatal. fluids are the best way to replenish lost fluids and restore your patient to health.",1
"Our patient has a minor head injury. As of now, there is no visible bleeding or bruising on the surface of the skin. We are keeping a close eye on the patient for any changes in condition.",2
stateMy father is very warm to the touch and is running a fever of 102 degrees.,3
and activity levels.I am currently feeling really thirsty and quite active. I have been walking around a lot and drinking a lot of water.,4
"Well, I'm having a really heavy period right now. It's like I'm losing a pint of blood every time I go to the bathroom. My clothes are constantly stained, and I'm constantly feeling lightheaded and exhausted. This has been going on for a few days now, and I'm really not sure what to do about it.",0
"Chest pain is an unpleasant feeling that occurs when you press on or tighten the muscles around your chest. It can also be a sign that something is wrong with your heart. Chest pain can be a sharp, burning, or stabbing sensation, or it can be a dull ache. It can last for a few minutes or several hours.Chest pain can be caused by many things, including:-Heart attack-Angina-Pericarditis-Aneurysm- Pulmonary embolism-Angina- costochondritis",1
I was just bit by a dog. It really hurts! I think I need a rabies shot.,2
Her lower back hurts a lot lately. It has been getting worse and worse. The pain is so intense at times that she can't move.,3
", thirstyHello,I am feeling too hot and thirsty.",4
", complete amputee with prosthetic limbsWell, it definitely depends on the level of amputation. For a person with a complete amputation--meaning they have no limbs remaining whatsoever--life would be a lot more difficult. They would require round-the-clock care and would likely need to use prosthetic limbs in order to perform basic tasks. For someone with a more minor amputation, where they still have some residual limb remaining, life would be much more manageable. They would still require some care and may need to use prosthetic limbs, but would be able to perform most everyday tasks on their own.",0
", ask how long the pain has been present:The chest pain has been present for about an hour now.",1
"I have a urinary tract infection, and it really hurts when I pee. It's hard to tell, but it seems like the infection is in my bladder. I've been having to go to the bathroom a lot, and the trips are always accompanied by a burning sensation. I've also been feeling really fatigued and achy, and my fever's been spiking up to 101 degrees.",2
My patient is currently dealing with a urinary tract infection and a respiratory infection.,3
My mother says that my patient is thirsty all the time. She has to drink constantly and is constantly asking for drinks.,4
The patient is experiencing shortness of breath and difficulty breathing.,0
I am currently experiencing a electrical burn. It feels like someone has taken a cattle prod to me and is jolting me with it. The pain is intense and I can't seem to stop shaking.,1
"There are currently objects lodged in the patient's ear, nose, and throat. In the ear, there is a large piece of metal that is obstructing the patient's hearing. In the nose, there is a small foreign object that is interfering with the patient's breathing. In the throat, there is a small object that is causing the patient discomfort.",2
"Hi! I'm a lower back pain sufferer and I know how frustrating it can be. Right now, my back hurts pretty bad. It's a constant pain, but it's especially bad when I move around or when I'm sitting down for a long time. I've tried a few things to help ease the pain, but nothing seems to work for very long. I've been told that it's just something I'm going to have to learn to live with, but that's really not what I want to do. Do you have any tips or advice to help me manage my lower back pain?",3
and pillowcasesI need to change my bedsheets and pillowcases because they are stained and full of dirt. I would also like to upgrade to a higher-quality bedsheet set and pillowcases.,4
Patient is short of breath with significant air hunger. This is most likely due to pulmonary edema.,0
"injuries.Patient is a 38-year-old female who was involved in a chemical burn accident. She was burned on her face, neck, and chest. She was treated at the scene with copious amounts of water, then transported to the emergency room.The patient's face, neck, and chest are extensively swollen and red. There are blisters on the patient's face and chest. The patient reports significant pain and discomfort.",1
"injuriesMinor bleeding injuries include lacerations, abrasions, and puncture wounds. Bleeding is usually stopped with direct pressure to the wound. If the bleeding continues, a bandage or pressure wrap may be applied.",2
"My elderly father has been chronically constipated for years now. It has gotten to the point where he will go days without a bowel movement. I have tried giving him fiber supplements, prunes, stool softeners, and even enemas, but nothing seems to help. He is in a lot of pain and discomfort, and his quality of life has really diminished.",3
at houseI am in need of clean up services at my house. There is a significant amount of trash and debris that needs to be removed.,4
", level of consciousness, and whether they are responding to stimuliThe patient is currently unconscious and unresponsive to stimuli.",0
It hurts like someone is stabbing me in the chest.,1
"My mom saw a doctor because she had something sticking out of her nose. The doctor said it was a piece of paper and to leave it alone. A couple of days later, she went to the emergency room because the paper was still there and she couldn't breathe. They found a piece of metal in her nose.",2
"I have a lot of acne on my face. It's all over my cheeks, chin, and forehead. There are a lot of red marks where the acne has been before. It's really frustrating because it's so noticeable. I've tried a bunch of different acne treatments, but nothing seems to work.",3
The light in my patient's room is too bright. It's difficult to get any rest with the light on.,4
", absentventilation, and pulseless electrical activity",0
I have a current electrical burn. It hurts really bad and my skin is really red.,1
", skin injuries and fracturesSo far, our patient is suffering from minor bleeding, skin injuries, and fractures. However, we will continue to monitor her condition closely.",2
My mother has been feeling under the weather lately. She has had a fever and a headache. She is also feeling a little nauseous.,3
levelThe patient is thirsty but is able to drink fluids on their own.,4
statusThe patient is currently experiencing a heart attack.,0
"endemic in the areaThere is a current limb fracture epidemic in this area. We are seeing a lot of patients with limb fractures, especially in the lower extremities. The fractures are typically due to a fall, and many patients require surgery.",1
"There are three main types of urinary tract infections:1) Acute uncomplicated cystitis: This is the most common type of urinary tract infection. It is estimated that up to 80% of women will experience at least one episode of acute uncomplicated cystitis in their lifetime. Symptoms include urinary urgency, frequency, and dysuria. There is usually no fever or flank pain. The urine may be cloudy and have a strong odor.2) Complicated cystitis: This type of urinary tract infection is more serious and usually occurs in people who have a pre-existing medical condition, such as diabetes or cancer. Symptoms can include urinary urgency, frequency, dysuria, fever, and flank pain. The urine may be cloudy and have a strong odor.3) Acute pyelonephritis: This is a more serious infection that affects the kidneys. It is estimated that up to 5% of people who develop a urinary tract infection will go on to develop acute pyelonephritis. Symptoms can include fever, chills, flank pain, nausea and vomiting, and difficulty urinating. The urine may be cloudy and have a strong odor.",2
conditionThe patient is running a fever and is feeling generally flu-like.,3
The patient's room is too dark. It is difficult to see anything in the room.,4
", notify the neurology or epilepsy consult service (if available)If the patient is currently having seizures, the neurology or epilepsy consult service should be notified.",0
"injuries:A patient suffered electrical burns when they came in contact with an energized wire.The patient had visible electrical burns to the torso and arms.There was a lot of nerve and muscle damage, so the patient required extensive treatment and surgery.The patient is expected to make a full recovery.",1
"and muscle conditionsRight now, we have a few patients with sprains and muscle injuries. One patient has a Grade 2 ankle sprain, and is currently on crutches. Another patient has a Grade 1 ankle sprain, and is using a brace. Two patients have strained hamstrings, and are taking it easy and using ice and compression. Lastly, one patient has a minor muscle pull and is taking ibuprofen. Overall, these patients are all doing well and should recover in time.",2
"I've been feeling really sick lately. I've been having a fever, and my nose has been really congested. I've been having a lot of trouble sleeping, because it's been really hard to breathe. My throat has been sore as well.",3
The light in this room is too bright. It's hard to focus on anything.,4
I am experiencing a heart attack. I have chest pain and shortness of breath. My heart is racing and I am feeling lightheaded.,0
rescue workers describe patient current dislocation of jointsrescue workers describe patient current dislocation of joints,1
31-year-old female with 2nd degree flash burns to face and 2nd degree burn to left forearm from hot liquid.A 31-year-old female suffered 2nd degree flash burns to her face and 2nd degree burns to her left forearm when she came into contact with hot liquid. She described the pain as a 10 out of 10. She also had some blisters on her forearm.,2
"My mother has been experiencing very bad lower back pain for the last few days. It seems to come and go, but is especially bad when she tries to move around. She's been resting as much as possible, but the pain is really affecting her quality of life.",3
My patient is currently in room darkened due to medical reasons. She has requested that the blinds be closed and the lights be turned off. This is to help her rest and recover.,4
My family member is currently suffering from severe burns on their face. The burns were caused by a fire that erupted suddenly and without warning. The flames caused extensive damage to my family member's skin and underlying tissues. The burns are extremely painful and my family member is having a hard time breathing. They are currently being treated in the ICU.,0
experienceMy brother is currently experiencing an overdose. He has taken too much of his prescription medication and is now unconscious. He is having difficulty breathing and his heart rate is dangerously low.,1
The patient has a current sprain to the ankle.,2
"There is a lot of phlegm being produced, making it difficult to breathe and speak. This sensation is accompanied by a feeling of fullness in the chest and a persistent urge to clear the throat.",3
The patient feels cold and seems to be shivering.,4
and bodyMy relative is currently suffering from severe burns on their face and body. The burns appear to be quite serious and the patient is in a great deal of pain.,0
and conditionThis patient is severely dehydrated and is currently in a critical condition.,1
:The patient has been experiencing headaches on a daily basis for the past few weeks. The headaches are usually located in the front of the head and are accompanied by a feeling of pressure. The patient has also been having trouble focusing and has been feeling more tired than usual.,2
The patient has been coughing up a lot of phlegm and it's been difficult to breathe.,3
My mother says she is feeling very cold and she has goosebumps all over her body.,4
"My father has been short of breath for about a week now. He's been coughing and has had a fever too. It's been hard for him to breathe, especially when he's trying to sleep.",0
statusThe patient is currently having a moderate electrical burn.,1
"and strains.Hi, my name is John, and I currently have a sprain and strain. I sprained my ankle a few days ago, and now it's really swollen and hurts a lot. I think I also strained my neck when I fell. It's really stiff and sore, and it's hard to move my head from side to side.",2
"Right now I am experiencing a great deal of phlegm. It is hard to articulate exactly what the phlegm feels like, since it is just there all the time in the back of my throat. It often feels like I need to clear my throat, but when I try to do so nothing comes out except more of the thick, cloying phlegm. The sensation is really frustrating, and it makes it difficult to speak or even to swallow food and drink.",3
